	author	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	author_title	asin	isbn10	isbn13
14680	Leon Uris	1953-05-31	5	4	3	BATTLE CRY	Leon Uris**BATTLE CRY	B0018ND8AC	006075186X	9780060751869
14681	Ernest K. Gann	1953-05-31	6	7	5	THE HIGH AND THE MIGHTY	Ernest K. Gann**THE HIGH AND THE MIGHTY	 	0671827634	9780671827632
14682	J.D. Salinger	1953-05-31	8	14	13	NINE STORIES	J.D. Salinger**NINE STORIES	 	0316767727	9780316767729
14683	Annemarie Selinko	1953-05-31	20	1	1	DESIREE	Annemarie Selinko**DESIREE	 	8493388335	9788493388331
14684	Jay Richard Kennedy	1953-05-31	12	9	16	PRINCE BART	Jay Richard Kennedy**PRINCE BART	 	 	 
14685	Paul Hyde Bonner	1953-05-31	8	8	9	HOTEL TALLYRAND	Paul Hyde Bonner**HOTEL TALLYRAND			
14686	Frances Parkinson Keyes	1953-05-31	29	10	11	STEAMBOAT GOTHIC	Frances Parkinson Keyes**STEAMBOAT GOTHIC	 	9997403479	9789997403476
14687	Nikos Kazantzakis	1953-05-31	5	13	8	ZORBA THE GREEK	Nikos Kazantzakis**ZORBA THE GREEK	B0073GUME8	0571203132	9780571203130
14688	John Steinbeck	1953-05-31	37	11	15	EAST OF EDEN	John Steinbeck**EAST OF EDEN	B001BC5HXG	0142000655	9780142000656
14689	Anya Seton	1962-04-15	7	6	6	DEVIL WATER	Anya Seton**DEVIL WATER	B00CKDFECO	1556526598	9781556526596
14690	Mary Renault	1962-04-15	9	2	5	THE BULL FROM THE SEA	Mary Renault**THE BULL FROM THE SEA	 	0099463539	9780099463535
14691	Leo Calvin Rosten	1962-04-15	14	9	10	CAPTAIN NEWMAN, M.D.	Leo Calvin Rosten**CAPTAIN NEWMAN, M.D.			
14692	Morris L. West	1962-04-15	21	14	16	DAUGHTER OF SILENCE	Morris L. West**DAUGHTER OF SILENCE	 	055320694X	9780553206944
14693	Irving Stone	1962-04-15	57	4	4	THE AGONY AND THE ECSTASY	Irving Stone**THE AGONY AND THE ECSTASY	 	0451171357	9780451171351
14694	Aldous Huxley	1962-04-15	3	12	9	ISLAND	Aldous Huxley**ISLAND	B003100UPG	0060085495	9780060085490
14695	Andrew Tully	1962-04-15	3	--	15	CAPITOL HILL	Andrew Tully**CAPITOL HILL	 	 	9781618867063
14696	J.D. Salinger	1962-04-15	32	1	2	FRANNY AND ZOOEY	J.D. Salinger**FRANNY AND ZOOEY	 	0316769029	9780316769020
14697	Mary Stewart	1962-04-15	16	11	12	THE IVY TREE	Mary Stewart**THE IVY TREE	 	0380820749	9780380820740
14698	Robert Traver	1962-04-15	2	13	13	HORNSTEIN'S BOY	Robert Traver**HORNSTEIN'S BOY	 	 	 
14699	Taylor Caldwell	1962-04-15	22	7	7	A PROLOGUE TO LOVE	Taylor Caldwell**A PROLOGUE TO LOVE	B0081V4QMI	0002216345	9780002216340
14700	John Updike	1962-04-15	2	15	14	PIGEON FEATHERS	John Updike**PIGEON FEATHERS	B007OLYPBI	0449912256	9780449912256
14701	Katherine Anne Porter	1962-04-15	3	5	1	SHIP OF FOOLS	Katherine Anne Porter**SHIP OF FOOLS	B00U899DQU	0316713902	9780316713900
14702	Harper Lee	1962-04-15	91	8	8	TO KILL A MOCKINGBIRD	Harper Lee**TO KILL A MOCKINGBIRD	B00K0OI42W	0061120081	9780061120084
14703	Edward Streeter	1962-04-15	30	10	11	CHAIRMAN OF THE BORED	Edward Streeter**CHAIRMAN OF THE BORED	 	9997499743	9789997499745
14704	Richard Hughes	1962-04-15	10	3	3	THE FOX IN THE ATTIC	Richard Hughes**THE FOX IN THE ATTIC	B005UF9WJU	0940322293	9780940322295
14705	Robin Moore	1965-08-22	10	4	3	THE GREEN BERETS	Robin Moore**THE GREEN BERETS	B004N62HP8	1602390177	9781602390171
14706	Morris West	1965-08-22	19	7	9	THE AMBASSADOR	Morris West**THE AMBASSADOR	 	0434859001	9780434859009
14707	Arthur Hailey	1965-08-22	27	3	4	HOTEL	Arthur Hailey**HOTEL	B00JVCHBYQ	0425176363	9780425176368
14708	Ian Fleming	1965-08-22	3	9	6	THE MAN WITH THE GOLDEN GUN	Ian Fleming**THE MAN WITH THE GOLDEN GUN	B008L40QB0	014200328X	9780142003282
14709	Noah Gordon	1965-08-22	2	10	10	THE RABBI	Noah Gordon**THE RABBI	B00840D1U4	0449214540	9780449214541
14710	Bel Kaufman	1965-08-22	26	2	2	UP THE DOWN STAIRCASE	Bel Kaufman**UP THE DOWN STAIRCASE	B0096LJUN2	0060973617	9780060973612
14711	Herman Wouk	1965-08-22	23	8	8	DON'T STOP THE CARNIVAL	Herman Wouk**DON'T STOP THE CARNIVAL	 	0316955124	9780316955126
14712	Fletcher Knebel	1965-08-22	13	6	7	NIGHT OF CAMP DAVID	Fletcher Knebel**NIGHT OF CAMP DAVID	 	0060124202	9780060124205
14713	John Le Carré	1965-08-22	9	5	5	THE LOOKING GLASS WAR	John Le Carré**THE LOOKING GLASS WAR	B008EXK0TG	0743431707	9780743431705
14714	James Michener	1965-08-22	15	1	1	THE SOURCE	James Michener**THE SOURCE	B00FO60CHQ	0375760385	9780375760389
14715	Robin Moore	1965-08-29	11	3	3	THE GREEN BERETS	Robin Moore**THE GREEN BERETS	B004N62HP8	1602390177	9781602390171
14716	Morris West	1965-08-29	20	9	9	THE AMBASSADOR	Morris West**THE AMBASSADOR	 	0434859001	9780434859009
14717	Arthur Hailey	1965-08-29	28	4	4	HOTEL	Arthur Hailey**HOTEL	B00JVCHBYQ	0425176363	9780425176368
14718	Ian Fleming	1965-08-29	4	6	6	THE MAN WITH THE GOLDEN GUN	Ian Fleming**THE MAN WITH THE GOLDEN GUN	B008L40QB0	014200328X	9780142003282
14719	Bel Kaufman	1965-08-29	27	2	2	UP THE DOWN STAIRCASE	Bel Kaufman**UP THE DOWN STAIRCASE	B0096LJUN2	0060973617	9780060973612
14720	Fletcher Knebel	1965-08-29	14	7	7	NIGHT OF CAMP DAVID	Fletcher Knebel**NIGHT OF CAMP DAVID	 	0060124202	9780060124205
14721	Herman Wouk	1965-08-29	24	8	8	DON'T STOP THE CARNIVAL	Herman Wouk**DON'T STOP THE CARNIVAL	 	0316955124	9780316955126
14722	Noah Gordon	1965-08-29	3	10	10	THE RABBI	Noah Gordon**THE RABBI	B00840D1U4	0449214540	9780449214541
14723	John Le Carré	1965-08-29	10	5	5	THE LOOKING GLASS WAR	John Le Carré**THE LOOKING GLASS WAR	B008EXK0TG	0743431707	9780743431705
14724	James Michener	1965-08-29	16	1	1	THE SOURCE	James Michener**THE SOURCE	B00FO60CHQ	0375760385	9780375760389
14725	Morris West	1968-03-31	8	6	4	THE TOWER OF BABEL	Morris West**THE TOWER OF BABEL	 	0434859079	9780434859078
14726	Henry Sutton	1968-03-31	18	8	9	THE EXHIBITIONIST	Henry Sutton**THE EXHIBITIONIST	 	8203847080	9788203847080
14727	William Styron	1968-03-31	26	4	6	THE CONFESSIONS OF NAT TURNER	William Styron**THE CONFESSIONS OF NAT TURNER	B00B06NAAA	0679736638	9780679736639
14728	John Updike	1968-03-31	1	--	10	COUPLES	John Updike**COUPLES	B006NKKOXO	044991190X	9780449911907
14729	Leon Uris	1968-03-31	29	5	5	TOPAZ	Leon Uris**TOPAZ	 	 	 
14730	Arthur Hailey	1968-03-31	3	1	1	AIRPORT	Arthur Hailey**AIRPORT	B00JVCHC36	0425176088	9780425176085
14731	Catherine Marshall	1968-03-31	24	7	7	CHRISTY	Catherine Marshall**CHRISTY	 	0310241634	9780310241638
14732	Gore Vidal	1968-03-31	7	3	3	MYRA BRECKINRIDGE	Gore Vidal**MYRA BRECKINRIDGE	 	1125979488	9781125979488
14733	Fletcher Knebel	1968-03-31	12	2	2	VANISHED	Fletcher Knebel**VANISHED	 	0441860389	9780441860388
14734	Robert J. Serling	1968-03-31	20	9	8	THE PRESIDENT'S PLANE IS MISSING	Robert J. Serling**THE PRESIDENT'S PLANE IS MISSING	 	0340105267	9780340105269
14735	Daphne du Maurier	1963-08-04	20	4	4	THE GLASS BLOWERS	Daphne du Maurier**THE GLASS BLOWERS	 	0316253510	9780316253512
14736	J.D. Salinger	1963-08-04	27	8	9	RAISE HIGH THE ROOF BEAM, CARPENTERS	J.D. Salinger**RAISE HIGH THE ROOF BEAM, CARPENTERS	 	0316766941	9780316766944
14737	James Michener	1963-08-04	2	10	5	CARAVANS	James Michener**CARAVANS	B00FO60CLC	0812969820	9780812969825
14738	John Fowles	1963-08-04	1	--	10	THE COLLECTOR	John Fowles**THE COLLECTOR	B0081BTN0I	0099470470	9780099470472
14739	Morrs L. West	1963-08-04	11	1	1	THE SHOES OF THE FISHERMAN	Morrs L. West**THE SHOES OF THE FISHERMAN			
14740	John O'Hara	1963-08-04	11	2	2	ELIZABETH APPLETON	John O'Hara**ELIZABETH APPLETON	 	0248983865	9780248983860
14741	Fletcher Knebel and Charles W. Bailey II	1963-08-04	47	6	7	SEVEN DAYS IN MAY	Fletcher Knebel and Charles W. Bailey II**SEVEN DAYS IN MAY	 	0060124350	9780060124359
14742	Nora Lofts	1963-08-04	2	7	8	THE CONCUBINE	Nora Lofts**THE CONCUBINE			
14743	Taylor Caldwell	1963-08-04	20	5	6	GRANDMOTHER AND THE PRIESTS	Taylor Caldwell**GRANDMOTHER AND THE PRIESTS	B0084RNRVU	0449213870	9780449213872
14744	John Rechy	1963-08-04	7	3	3	CITY OF NIGHT	John Rechy**CITY OF NIGHT	B00GF2RAUU	0802130836	9780802130839
14745	John Hersey	1960-11-06	5	8	9	THE CHILD BUYER	John Hersey**THE CHILD BUYER	 	0394756983	9780394756981
14746	C.P. Snow	1960-11-06	23	--	16	THE AFFAIR	C.P. Snow**THE AFFAIR	B004C44NHQ	1842324276	9781842324271
14747	Louis Auchincloss	1960-11-06	7	10	8	THE HOUSE OF FIVE TALENTS	Louis Auchincloss**THE HOUSE OF FIVE TALENTS	 	9997406575	9789997406576
14748	Allen Drury	1960-11-06	67	2	2	ADVISE AND CONSENT	Allen Drury**ADVISE AND CONSENT	B00HRHE2FS	0380010070	9780380010073
14749	Nicholas Monsarrat	1960-11-06	3	13	13	THE NYLON PIRATES	Nicholas Monsarrat**THE NYLON PIRATES	B005PHA2HY	1842321528	9781842321522
14750	Helen MacInnes	1960-11-06	2	15	10	DECISION AT DELPHI	Helen MacInnes**DECISION AT DELPHI	B00BE24V8U	0854562206	9780854562206
14751	Mary Ellen Chase	1960-11-06	21	6	7	THE LOVELY AMBITION	Mary Ellen Chase**THE LOVELY AMBITION	 	0393084779	9780393084771
14752	James Michener	1960-11-06	53	1	1	HAWAII	James Michener**HAWAII	 	0375760377	9780375760372
14753	Andre Schwarz-Bart	1960-11-06	1	--	14	THE LAST OF THE JUST	Andre Schwarz-Bart**THE LAST OF THE JUST	B013JQM7E8	1585670162	9781585670161
14754	Irving Wallace	1960-11-06	25	9	11	THE CHAPMAN REPORT	Irving Wallace**THE CHAPMAN REPORT	B0052U8JKG	0451078616	9780451078612
14755	Nikos Kazantzakis	1960-11-06	11	12	15	THE LAST TEMPTATION OF CHRIST	Nikos Kazantzakis**THE LAST TEMPTATION OF CHRIST	B00768D6V4	068485256X	9780684852560
14756	Elizabeth Goudge	1960-11-06	6	7	5	THE DEAN'S WATCH	Elizabeth Goudge**THE DEAN'S WATCH	 	0892837004	9780892837007
14757	Guiseppe di Lampedusa	1960-11-06	28	3	3	THE LEOPARD	Guiseppe di Lampedusa**THE LEOPARD	B00F8F0KAM	0679731210	9780679731214
14758	Victoria Holt	1960-11-06	9	5	6	MISTRESS OF MELLYN	Victoria Holt**MISTRESS OF MELLYN	B004YEOC2A	0449019942	9780449019948
14759	Taylor Caldwell	1960-11-06	7	11	12	THE LISTENER	Taylor Caldwell**THE LISTENER	 	0553244833	9780553244830
14760	Harper Lee	1960-11-06	16	4	4	TO KILL A MOCKINGBIRD	Harper Lee**TO KILL A MOCKINGBIRD	B00K0OI42W	0061120081	9780061120084
14761	Jetta Carleton	1963-03-24	7	5	6	THE MOONFLOWER VINE	Jetta Carleton**THE MOONFLOWER VINE	B001VA1PP2	0553244221	9780553244229
14762	J.D. Salinger	1963-03-24	8	1	1	RAISE HIGH THE ROOF BEAM, CARPENTERS	J.D. Salinger**RAISE HIGH THE ROOF BEAM, CARPENTERS	 	0316766941	9780316766944
14763	John Updike	1963-03-24	5	10	9	THE CENTAUR	John Updike**THE CENTAUR	B006LTEP6O	0449912167	9780449912164
14764	Robert Gover	1963-03-24	16	--	8	$100 MISUNDERSTANDING	Robert Gover**$100 MISUNDERSTANDING			
14765	Mary Stewart	1963-03-24	13	6	5	THE MOONSPINNERS	Mary Stewart**THE MOONSPINNERS	 	0060502959	9780060502959
14766	Fletcher Knebel and Charles W. Bailey II	1963-03-24	28	2	2	SEVEN DAYS IN MAY	Fletcher Knebel and Charles W. Bailey II**SEVEN DAYS IN MAY	 	0060124350	9780060124359
14767	Richard McKenna	1963-03-24	12	3	3	THE SAND PEBBLES	Richard McKenna**THE SAND PEBBLES	B003XREM2Y	1557504466	9781557504463
14768	Eugene Burdick and Harvey Wheeler	1963-03-24	22	4	4	FAIL-SAFE	Eugene Burdick and Harvey Wheeler**FAIL-SAFE	B00FJDMW3G	088001654X	9780880016544
14769	Allen Drury	1963-03-24	25	--	10	A SHADE OF DIFFERENCE	Allen Drury**A SHADE OF DIFFERENCE	B00K300ZXO	1562080016	9781562080013
14770	Philip Wylie	1963-03-24	5	7	7	TRIUMPH	Philip Wylie**TRIUMPH	 	080326013X	9780803260139
14771	Taylor Caldwell	1952-05-04	1	--	16	THE DEVIL'S ADVOCATE	Taylor Caldwell**THE DEVIL'S ADVOCATE	 	0515078646	9780515078640
14772	Herman Wouk	1952-05-04	57	 2	2	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
14773	Nicholas Monsarrat	1952-05-04	40	4	5	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
14774	Edith Simon	1952-05-04	1	--	15	THE GOLDEN HAND	Edith Simon**THE GOLDEN HAND	 	 	 
14775	Frank Yerby	1952-05-04	4	6	4	THE SARACEN BLADE	Frank Yerby**THE SARACEN BLADE	 	0899662161	9780899662169
14776	Paul Hyde Bonner	1952-05-04	6	8	11	S P Q R	Paul Hyde Bonner**S P Q R			
14777	Daphne du Maurier	1952-05-04	14	1	1	MY COUSIN RACHEL	Daphne du Maurier**MY COUSIN RACHEL	B01EYTVPNS	0316252964	9780316252966
14778	Mary Roberts Rinehart	1952-05-04	15	7	6	THE SWIMMING POOL	Mary Roberts Rinehart**THE SWIMMING POOL	 	0758205376	9780758205377
14779	Mary O'Hara	1952-05-04	4	9	10	THE SON OF ADAM WYNGATE	Mary O'Hara**THE SON OF ADAM WYNGATE	 	 	 
14780	C.S. Forester	1952-05-04	5	5	7	LIEUTENANT HORNBLOWER	C.S. Forester**LIEUTENANT HORNBLOWER	B00507HKY2	0316290637	9780316290630
14781	Agnes Sligh Turnbull	1952-05-04	7	3	3	THE GOWN OF GLORY	Agnes Sligh Turnbull**THE GOWN OF GLORY	 	0006136729	9780006136729
14782	Howard Spring	1952-05-04	1	--	8	THE HOUSES IN BETWEEN	Howard Spring**THE HOUSES IN BETWEEN	 	1842323474	9781842323472
14783	Erich Maria Remarque	1952-05-04	14	12	14	SPARK OF LIFE	Erich Maria Remarque**SPARK OF LIFE	B00FO60F3M	0449912515	9780449912515
14784	Irving Stone	1952-05-04	32	15	13	THE PRESIDENT'S LADY	Irving Stone**THE PRESIDENT'S LADY	B00BY92NBA	1558534318	9781558534315
14785	Pat Frank	1952-05-04	7	11	12	HOLD BACK THE NIGHT	Pat Frank**HOLD BACK THE NIGHT	 	0552039756	9780552039758
14786	Ralph Ellison	1952-05-04	3	10	9	INVISIBLE MAN	Ralph Ellison**INVISIBLE MAN	B003WUYR9K	0679732764	9780679732761
14787	Shelley Mydans	1965-12-19	14	8	8	THOMAS	Shelley Mydans**THOMAS	 	0529053926	9780529053923
14788	Robin Moore	1965-12-19	27	7	9	THE GREEN BERETS	Robin Moore**THE GREEN BERETS	B004N62HP8	1602390177	9781602390171
14789	John O'Hara	1965-12-19	3	9	5	THE LOCKWOOD CONCERN	John O'Hara**THE LOCKWOOD CONCERN	 	0451037790	9780451037794
14790	Robert Ruark	1965-12-19	12	6	7	THE HONEY BADGER	Robert Ruark**THE HONEY BADGER	 	 	 
14791	Arthur Hailey	1965-12-19	44	5	6	HOTEL	Arthur Hailey**HOTEL	B00JVCHBYQ	0425176363	9780425176368
14792	Irving Stone	1965-12-19	10	2	2	THOSE WHO LOVE	Irving Stone**THOSE WHO LOVE	 	045103080X	9780451030801
14793	Bel Kaufman	1965-12-19	43	3	3	UP THE DOWN STAIRCASE	Bel Kaufman**UP THE DOWN STAIRCASE	B0096LJUN2	0060973617	9780060973612
14794	Mary Stewart	1965-12-19	15	4	4	AIRS ABOVE THE GROUND	Mary Stewart**AIRS ABOVE THE GROUND	 	006074748X	9780060747480
14795	Noah Gordon	1965-12-19	19	10	10	THE RABBI	Noah Gordon**THE RABBI	B00840D1U4	0449214540	9780449214541
14796	James Michener	1965-12-19	32	1	1	THE SOURCE	James Michener**THE SOURCE	B00FO60CHQ	0375760385	9780375760389
14797	Shelley Mydans	1965-12-12	13	6	8	THOMAS	Shelley Mydans**THOMAS	 	0529053926	9780529053923
14798	Robin Moore	1965-12-12	26	10	7	THE GREEN BERETS	Robin Moore**THE GREEN BERETS	B004N62HP8	1602390177	9781602390171
14799	John O'Hara	1965-12-12	2	9	9	THE LOCKWOOD CONCERN	John O'Hara**THE LOCKWOOD CONCERN	 	0451037790	9780451037794
14800	Robert Ruark	1965-12-12	11	7	6	THE HONEY BADGER	Robert Ruark**THE HONEY BADGER	 	 	 
14801	Arthur Hailey	1965-12-12	43	5	5	HOTEL	Arthur Hailey**HOTEL	B00JVCHBYQ	0425176363	9780425176368
14802	Irving Stone	1965-12-12	9	2	2	THOSE WHO LOVE	Irving Stone**THOSE WHO LOVE	 	045103080X	9780451030801
14803	Bel Kaufman	1965-12-12	42	3	3	UP THE DOWN STAIRCASE	Bel Kaufman**UP THE DOWN STAIRCASE	B0096LJUN2	0060973617	9780060973612
14804	Mary Stewart	1965-12-12	14	4	4	AIRS ABOVE THE GROUND	Mary Stewart**AIRS ABOVE THE GROUND	 	006074748X	9780060747480
14805	Noah Gordon	1965-12-12	18	8	10	THE RABBI	Noah Gordon**THE RABBI	B00840D1U4	0449214540	9780449214541
14806	James Michener	1965-12-12	31	1	1	THE SOURCE	James Michener**THE SOURCE	B00FO60CHQ	0375760385	9780375760389
14807	Herman Wouk	1962-07-15	10	2	2	YOUNGBLOOD HAWKE	Herman Wouk**YOUNGBLOOD HAWKE	 	0316955175	9780316955171
14808	Irving Wallace	1962-07-15	6	4	5	THE PRIZE	Irving Wallace**THE PRIZE	 	0451094557	9780451094551
14809	Anne Morrow Lindbergh	1962-07-15	7	3	3	DEARLY BELOVED	Anne Morrow Lindbergh**DEARLY BELOVED	 	1556524900	9781556524905
14810	Mary Renault	1962-07-15	22	11	12	THE BULL FROM THE SEA	Mary Renault**THE BULL FROM THE SEA	 	0099463539	9780099463535
14811	Irving Stone	1962-07-15	70	8	8	THE AGONY AND THE ECSTASY	Irving Stone**THE AGONY AND THE ECSTASY	 	0451171357	9780451171351
14812	Louis Auchincloss	1962-07-15	1	--	15	PORTRAIT IN BROWNSTONE	Louis Auchincloss**PORTRAIT IN BROWNSTONE	 	0070024413	9780070024410
14813	Philip Roth	1962-07-15	4	13	10	LETTING GO	Philip Roth**LETTING GO	B004EBT6VA	0679764178	9780679764175
14814	J.D. Salinger	1962-07-15	45	5	9	FRANNY AND ZOOEY	J.D. Salinger**FRANNY AND ZOOEY	 	0316769029	9780316769020
14815	James Baldwin	1962-07-15	4	10	7	ANOTHER COUNTRY	James Baldwin**ANOTHER COUNTRY	B00EGMV01Q	0141186372	9780141186375
14816	Alistair MacLean	1962-07-15	3	16	14	THE GOLDEN RENDEZVOUS	Alistair MacLean**THE GOLDEN RENDEZVOUS	B002RIA012	0449214230	9780449214237
14817	Anya Seton	1962-07-15	20	12	13	DEVIL WATER	Anya Seton**DEVIL WATER	B00CKDFECO	1556526598	9781556526596
14818	John O'Hara	1962-07-15	9	9	11	THE BIG LAUGH	John O'Hara**THE BIG LAUGH	 	 	 
14819	Robert Ruark	1962-07-15	6	7	4	UHURU	Robert Ruark**UHURU	 	1568490259	9781568490250
14820	Katherine Anne Porter	1962-07-15	16	1	1	SHIP OF FOOLS	Katherine Anne Porter**SHIP OF FOOLS	B00U899DQU	0316713902	9780316713900
14821	William Faulkner	1962-07-15	6	6	6	THE REIVERS	William Faulkner**THE REIVERS	B004JN1CVA	0679741925	9780679741923
14822	Richard Hughes	1962-07-15	20	--	16	THE FOX IN THE ATTIC	Richard Hughes**THE FOX IN THE ATTIC	B005UF9WJU	0940322293	9780940322295
14823	Herman Wouk	1953-06-14	115	 14	15	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
14824	Thomas B. Costain	1953-06-14	48	3	3	THE SILVER CHALICE	Thomas B. Costain**THE SILVER CHALICE	B0060AY8UW	0829423508	9780829423501
14825	Rosamond Lehmann	1953-06-14	5	7	5	THE ECHOING GROVE	Rosamond Lehmann**THE ECHOING GROVE	B00YTFTAA8	1844080366	9781844080366
14826	Paul Hyde Bonner	1953-06-14	10	8	12	HOTEL TALLYRAND	Paul Hyde Bonner**HOTEL TALLYRAND			
14827	Daphne du Maurier	1953-06-14	14	5	8	KISS ME AGAIN, STRANGER	Daphne du Maurier**KISS ME AGAIN, STRANGER	 	0671753282	9780671753283
14828	Frances Parkinson Keyes	1953-06-14	31	15	16	STEAMBOAT GOTHIC	Frances Parkinson Keyes**STEAMBOAT GOTHIC	 	9997403479	9789997403476
14829	F.W. Kenyon	1953-06-14	2	13	10	THE EMPEROR'S LADY	F.W. Kenyon**THE EMPEROR'S LADY	 	 	 
14830	Leon Uris	1953-06-14	7	2	2	BATTLE CRY	Leon Uris**BATTLE CRY	B0018ND8AC	006075186X	9780060751869
14831	Nevil Shute	1953-06-14	5	11	13	IN THE WET	Nevil Shute**IN THE WET	 	1842322540	9781842322543
14832	Ernest K. Gann	1953-06-14	8	4	6	THE HIGH AND THE MIGHTY	Ernest K. Gann**THE HIGH AND THE MIGHTY	 	0671827634	9780671827632
14833	J.D. Salinger	1953-06-14	10	16	14	NINE STORIES	J.D. Salinger**NINE STORIES	 	0316767727	9780316767729
14834	Annemarie Selinko	1953-06-14	22	1	1	DESIREE	Annemarie Selinko**DESIREE	 	8493388335	9788493388331
14835	Mika Waltari	1953-06-14	2	9	4	THE DARK ANGEL	Mika Waltari**THE DARK ANGEL	 	951015542X	9789510155424
14836	Francis Van Wyck Mason	1953-06-14	17	6	7	GOLDEN ADMIRAL	Francis Van Wyck Mason**GOLDEN ADMIRAL			
14837	Rumer Godden	1953-06-14	3	10	9	KINGFISHERS CATCH FIRE	Rumer Godden**KINGFISHERS CATCH FIRE	 	0330487833	9780330487832
14838	Nikos Kazantzakis	1953-06-14	7	12	11	ZORBA THE GREEK	Nikos Kazantzakis**ZORBA THE GREEK	B0073GUME8	0571203132	9780571203130
14839	Frank G. Slaughter	1953-01-25	2	13	15	THE GALILEANS	Frank G. Slaughter**THE GALILEANS	 	0671809873	9780671809874
14840	Herman Wouk	1953-01-25	95	 5	6	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
14841	Edna Ferber	1953-01-25	18	4	4	GIANT	Edna Ferber**GIANT	B00D185Z1C	0060956704	9780060956707
14842	Ernest Hemingway	1953-01-25	22	7	10	THE OLD MAN AND THE SEA	Ernest Hemingway**THE OLD MAN AND THE SEA	B000FC0SH8	0684830493	9780684830490
14843	Thomas B. Costain	1953-01-25	28	2	1	THE SILVER CHALICE	Thomas B. Costain**THE SILVER CHALICE	B0060AY8UW	0829423508	9780829423501
14844	Tom Lea	1953-01-25	11	8	9	THE WONDERFUL COUNTRY	Tom Lea**THE WONDERFUL COUNTRY	 	0890961859	9780890961858
14845	H.E. Bates	1953-01-25	1	--	12	LOVE FOR LYDIA	H.E. Bates**LOVE FOR LYDIA	B01DMAFDE2	0863076955	9780863076954
14846	John Steinbeck	1953-01-25	19	1	2	EAST OF EDEN	John Steinbeck**EAST OF EDEN	B001BC5HXG	0142000655	9780142000656
14847	Annemarie Selinko	1953-01-25	2	10	7	DESIREE	Annemarie Selinko**DESIREE	 	8493388335	9788493388331
14848	Cameron Hawley	1953-01-25	6	11	14	EXECUTIVE SUITE	Cameron Hawley**EXECUTIVE SUITE	B016XE7FCW	0892440201	9780892440207
14849	Robert Carson	1953-01-25	5	16	13	THE MAGIC LANTERN	Robert Carson**THE MAGIC LANTERN	 	 	 
14850	Marjorie Kinnan Rawlings	1953-01-25	4	6	5	THE SOJOURNER	Marjorie Kinnan Rawlings**THE SOJOURNER	 	0877972281	9780877972280
14851	Inglis Clark Fletcher	1953-01-25	14	14	11	QUEEN'S GIFT	Inglis Clark Fletcher**QUEEN'S GIFT			
14852	Giovanni Guareschi	1953-01-25	24	12	16	DON CAMILLO AND HIS FLOCK	Giovanni Guareschi**DON CAMILLO AND HIS FLOCK			
14853	Frances Parkinson Keyes	1953-01-25	11	3	3	STEAMBOAT GOTHIC	Frances Parkinson Keyes**STEAMBOAT GOTHIC	 	9997403479	9789997403476
14854	James Street	1953-01-25	3	9	8	THE VELVET DOUBLET	James Street**THE VELVET DOUBLET	 	 	 
14855	Herman Wouk	1962-08-19	15	3	3	YOUNGBLOOD HAWKE	Herman Wouk**YOUNGBLOOD HAWKE	 	0316955175	9780316955171
14856	Irving Wallace	1962-08-19	11	5	5	THE PRIZE	Irving Wallace**THE PRIZE	 	0451094557	9780451094551
14857	Anne Morrow Lindbergh	1962-08-19	12	2	2	DEARLY BELOVED	Anne Morrow Lindbergh**DEARLY BELOVED	 	1556524900	9781556524905
14858	Irving Stone	1962-08-19	75	9	9	THE AGONY AND THE ECSTASY	Irving Stone**THE AGONY AND THE ECSTASY	 	0451171357	9780451171351
14859	Louis Auchincloss	1962-08-19	6	8	8	PORTRAIT IN BROWNSTONE	Louis Auchincloss**PORTRAIT IN BROWNSTONE	 	0070024413	9780070024410
14860	Philip Roth	1962-08-19	9	10	11	LETTING GO	Philip Roth**LETTING GO	B004EBT6VA	0679764178	9780679764175
14861	J.D. Salinger	1962-08-19	50	11	12	FRANNY AND ZOOEY	J.D. Salinger**FRANNY AND ZOOEY	 	0316769029	9780316769020
14862	James Baldwin	1962-08-19	9	7	6	ANOTHER COUNTRY	James Baldwin**ANOTHER COUNTRY	B00EGMV01Q	0141186372	9780141186375
14863	Bart Spicer	1962-08-19	1	--	10	ACT OF ANGER	Bart Spicer**ACT OF ANGER	 	 	 
14864	John O'Hara	1962-08-19	14	15	14	THE BIG LAUGH	John O'Hara**THE BIG LAUGH	 	 	 
14865	Robert Ruark	1962-08-19	11	6	7	UHURU	Robert Ruark**UHURU	 	1568490259	9781568490250
14866	Katherine Anne Porter	1962-08-19	21	1	1	SHIP OF FOOLS	Katherine Anne Porter**SHIP OF FOOLS	B00U899DQU	0316713902	9780316713900
14867	William Faulkner	1962-08-19	11	4	4	THE REIVERS	William Faulkner**THE REIVERS	B004JN1CVA	0679741925	9780679741923
14868	Anya Seton	1962-08-19	25	14	16	DEVIL WATER	Anya Seton**DEVIL WATER	B00CKDFECO	1556526598	9781556526596
