	author	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	asin	author_title
201	James Lee Burke	1416548521	9781416548522	2008-07-26	3	9	12	SWAN PEAK		James Lee Burke**SWAN PEAK
202	J A Jance	0060746769	9780060746766	2008-07-26	1	0	8	DAMAGE CONTROL		J A Jance**DAMAGE CONTROL
203	Robert Crais	0743281640	9780743281645	2008-07-26	0	0	20	CHASING DARKNESS		Robert Crais**CHASING DARKNESS
204	Catherine Coulter	0399155031	9780399155031	2008-07-26	0	0	17	TAILSPIN		Catherine Coulter**TAILSPIN
205	Lisa Gardner	0553804332	9780553804331	2008-07-26	2	12	14	SAY GOODBYE		Lisa Gardner**SAY GOODBYE
206	Daniel Silva	0451224507	9780451224507	2008-07-26	1	0	1	THE SECRET SERVANT		Daniel Silva**THE SECRET SERVANT
207	James Patterson and Howard Roughan	0316018708	9780316018708	2008-07-26	7	6	6	SAIL		James Patterson and Howard Roughan**SAIL
208	Stephenie Meyer	0316068047	9780316068048	2008-07-26	12	4	3	THE HOST		Stephenie Meyer**THE HOST
209	Brad Thor	141654383X	9781416543831	2008-07-26	4	5	5	THE LAST PATRIOT		Brad Thor**THE LAST PATRIOT
210	David Weber	0765315017	9780765315014	2008-07-26	0	0	18	BY SCHISM RENT ASUNDER		David Weber**BY SCHISM RENT ASUNDER
211	Suzanne Brockmann	0345501535	9780345501530	2008-07-26	1	0	7	INTO THE FIRE		Suzanne Brockmann**INTO THE FIRE
212	Garth Stein	0061537934	9780061537936	2008-07-26	0	0	19	THE ART OF RACING IN THE RAIN		Garth Stein**THE ART OF RACING IN THE RAIN
213	Christopher Reich	0385524064	9780385524063	2008-07-26	2	3	11	RULES OF DECEPTION		Christopher Reich**RULES OF DECEPTION
214	Lauren Weisberger	0743290119	9780743290111	2008-07-26	9	10	10	CHASING HARRY WINSTON		Lauren Weisberger**CHASING HARRY WINSTON
215	Nora Roberts	0399154914	9780399154911	2008-07-26	3	1	4	TRIBUTE		Nora Roberts**TRIBUTE
216	E Lynn Harris	0385492723	9780385492720	2008-07-26	2	8	13	JUST TOO GOOD TO BE TRUE		E Lynn Harris**JUST TOO GOOD TO BE TRUE
217	David Wroblewski	0061374229	9780061374227	2008-07-26	7	2	2	THE STORY OF EDGAR SAWTELLE		David Wroblewski**THE STORY OF EDGAR SAWTELLE
218	Janet Evanovich	0312349513	9780312349516	2008-07-26	6	7	9	FEARLESS FOURTEEN		Janet Evanovich**FEARLESS FOURTEEN
219	Jane Green	0670018856	9780670018857	2008-07-26	6	14	16	THE BEACH HOUSE		Jane Green**THE BEACH HOUSE
220	Janet Evanovich	0312383282	9780312383282	2009-07-04	2	1	2	FINGER LICKIN’ FIFTEEN		Janet Evanovich**FINGER LICKIN’ FIFTEEN
221	Charlaine Harris	0441017150	9780441017157	2009-07-04	9	14	13	DEAD AND GONE		Charlaine Harris**DEAD AND GONE
222	Eric Van Lustbader	0446539821	9780446539821	2009-07-04	4	6	7	THE BOURNE DECEPTION		Eric Van Lustbader**THE BOURNE DECEPTION
223	Lisa Gardner	0553807234	9780553807233	2009-07-04	0	0	19	THE NEIGHBOR		Lisa Gardner**THE NEIGHBOR
224	Catherine Coulter	0399155848	9780399155840	2009-07-04	3	3	4	KNOCKOUT		Catherine Coulter**KNOCKOUT
225	Dean Koontz	0553807145	9780553807141	2009-07-04	4	7	11	RELENTLESS		Dean Koontz**RELENTLESS
226	Mary Kay Andrews	0060837381	9780060837389	2009-07-04	0	0	17	THE FIXER UPPER		Mary Kay Andrews**THE FIXER UPPER
227	Brad Thor	1416586571	9781416586579	2009-07-04	1	0	3	THE APOSTLE		Brad Thor**THE APOSTLE
228	James Rollins	0061231401	9780061231407	2009-07-04	2	2	5	THE DOOMSDAY KEY		James Rollins**THE DOOMSDAY KEY
229	James Patterson and Maxine Paetro	0316018775	9780316018777	2009-07-04	1	0	1	SWIMSUIT		James Patterson and Maxine Paetro**SWIMSUIT
230	John Lescroart	0525950923	9780525950929	2009-07-04	1	0	12	A PLAGUE OF SECRETS		John Lescroart**A PLAGUE OF SECRETS
231	Stephenie Meyer	0316068047	9780316068048	2009-07-04	0	0	16	THE HOST		Stephenie Meyer**THE HOST
232	Lisa See	1400067111	9781400067114	2009-07-04	6	9	6	SHANGHAI GIRLS		Lisa See**SHANGHAI GIRLS
233	Michael Connelly	0316166308	9780316166300	2009-07-04	6	11	15	THE SCARECROW		Michael Connelly**THE SCARECROW
234	Dorothea Benton Frank	0061438456	9780061438455	2009-07-04	1	0	14	RETURN TO SULLIVANS ISLAND		Dorothea Benton Frank**RETURN TO SULLIVANS ISLAND
235	Clive Cussler and Paul Kemprecos	0399155651	9780399155659	2009-07-04	0	0	20	MEDUSA		Clive Cussler and Paul Kemprecos**MEDUSA
236	Katherine Howe	1401340903	9781401340902	2009-07-04	4	8	10	THE PHYSICK BOOK OF DELIVERANCE DANE		Katherine Howe**THE PHYSICK BOOK OF DELIVERANCE DANE
237	Kathryn Stockett	0399155341	9780399155345	2009-07-04	14	12	9	THE HELP		Kathryn Stockett**THE HELP
238	Carlos Ruiz Zafón	0385528701	9780385528702	2009-07-04	3	5	8	THE ANGEL'S GAME		Carlos Ruiz Zafón**THE ANGEL'S GAME
239	Christie Golden	0345509129	9780345509123	2009-07-04	0	0	18	OMEN		Christie Golden**OMEN
240	Emily Giffin	0312348673	9780312348670	2008-06-14	5	4	5	LOVE THE ONE YOU'RE WITH		Emily Giffin**LOVE THE ONE YOU'RE WITH
241	Jeffery Deaver	1416549978	9781416549970	2008-06-14	1	0	7	THE BROKEN WINDOW		Jeffery Deaver**THE BROKEN WINDOW
242	James Patterson and Howard Roughan	0316018708	9780316018708	2008-06-14	1	0	1	SAIL		James Patterson and Howard Roughan**SAIL
243	Junot Díaz	1594489580	9781594489587	2008-06-14	0	0	19	THE BRIEF WONDROUS LIFE OF OSCAR WAO		Junot Díaz**THE BRIEF WONDROUS LIFE OF OSCAR WAO
244	Jackie Collins	0312341814	9780312341817	2008-06-14	1	0	9	MARRIED LOVERS		Jackie Collins**MARRIED LOVERS
245	Chuck Palahniuk	0385517882	9780385517881	2008-06-14	0	0	18	SNUFF		Chuck Palahniuk**SNUFF
246	Alan Furst	1400066026	9781400066025	2008-06-14	0	0	17	THE SPIES OF WARSAW		Alan Furst**THE SPIES OF WARSAW
247	Dean R Koontz	0553807056	9780553807059	2008-06-14	4	7	8	ODD HOURS		Dean R Koontz**ODD HOURS
248	John Grisham	0385515049	9780385515047	2008-06-14	0	0	16	THE APPEAL		John Grisham**THE APPEAL
249	Sebastian Faulks	0385524285	9780385524285	2008-06-14	3	11	15	DEVIL MAY CARE		Sebastian Faulks**DEVIL MAY CARE
250	Stephenie Meyer	0316068047	9780316068048	2008-06-14	6	2	3	THE HOST		Stephenie Meyer**THE HOST
251	W E B Griffin and William E Butterworth IV	0399154981	9780399154980	2008-06-14	2	9	11	DEATH AND HONOR		W E B Griffin and William E Butterworth IV**DEATH AND HONOR
252	Clive Cussler with Jack Du Brul	0399154973	9780399154973	2008-06-14	2	3	4	PLAGUE SHIP		Clive Cussler with Jack Du Brul**PLAGUE SHIP
253	Garth Stein	0061537934	9780061537936	2008-06-14	4	15	13	THE ART OF RACING IN THE RAIN		Garth Stein**THE ART OF RACING IN THE RAIN
254	Steve Martini	006123088X	9780061230882	2008-06-14	0	0	20	SHADOW OF POWER		Steve Martini**SHADOW OF POWER
255	Lauren Weisberger	0743290119	9780743290111	2008-06-14	3	6	6	CHASING HARRY WINSTON		Lauren Weisberger**CHASING HARRY WINSTON
256	David Wroblewski	0061374229	9780061374227	2008-06-14	1	0	14	THE STORY OF EDGAR SAWTELLE		David Wroblewski**THE STORY OF EDGAR SAWTELLE
257	James Patterson and Gabrielle Charbonnet	0399155007	9780399155000	2008-06-14	7	8	10	SUNDAYS AT TIFFANY’S		James Patterson and Gabrielle Charbonnet**SUNDAYS AT TIFFANY’S
258	Lee Child	0385340567	9780385340564	2008-06-14	2	1	2	NOTHING TO LOSE		Lee Child**NOTHING TO LOSE
259	Laurell K Hamilton	0425222195	9780425222195	2008-06-14	3	5	12	BLOOD NOIR		Laurell K Hamilton**BLOOD NOIR
260	Stephenie Meyer	0316068047	9780316068048	2008-12-27	33	5	5	THE HOST		Stephenie Meyer**THE HOST
261	James Patterson	0316018724	9780316018722	2008-12-27	6	3	2	CROSS COUNTRY		James Patterson**CROSS COUNTRY
262	Glenn Beck with Kevin Balfe and Jason Wright	141659485X	9781416594857	2008-12-27	7	1	3	THE CHRISTMAS SWEATER		Glenn Beck with Kevin Balfe and Jason Wright**THE CHRISTMAS SWEATER
263	Danielle Steel	0385340265	9780385340267	2008-12-27	0	0	16	A GOOD WOMAN		Danielle Steel**A GOOD WOMAN
264	Wally Lamb	0060393491	9780060393496	2008-12-27	7	10	8	THE HOUR I FIRST BELIEVED		Wally Lamb**THE HOUR I FIRST BELIEVED
265	P D James	0307270777	9780307270771	2008-12-27	6	14	15	THE PRIVATE PATIENT		P D James**THE PRIVATE PATIENT
266	Stephen King	1439115303	9781439115305	2008-12-27	7	6	6	JUST AFTER SUNSET		Stephen King**JUST AFTER SUNSET
267	Patricia Cornwell	0399155163	9780399155161	2008-12-27	4	2	1	SCARPETTA		Patricia Cornwell**SCARPETTA
268	Nicholas Sparks	0446579939	9780446579933	2008-12-27	13	7	7	THE LUCKY ONE		Nicholas Sparks**THE LUCKY ONE
269	Clive Cussler and Dirk Cussler	0399155295	9780399155291	2008-12-27	5	8	9	ARCTIC DRIFT		Clive Cussler and Dirk Cussler**ARCTIC DRIFT
270	Mary Ann Shaffer and Annie Barrows	0385340990	9780385340991	2008-12-27	0	0	19	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY		Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
271	Mary Higgins Clark and Carol Higgins Clark	1439129177	9781439129173	2008-12-27	0	0	20	DASHING THROUGH THE SNOW		Mary Higgins Clark and Carol Higgins Clark**DASHING THROUGH THE SNOW
272	Dean Koontz	0553807137	9780553807134	2008-12-27	5	12	12	YOUR HEART BELONGS TO ME		Dean Koontz**YOUR HEART BELONGS TO ME
273	Toni Morrison	0307264238	9780307264237	2008-12-27	7	9	11	A MERCY		Toni Morrison**A MERCY
274	Nelson DeMille	0446533424	9780446533423	2008-12-27	9	13	13	THE GATE HOUSE		Nelson DeMille**THE GATE HOUSE
275	David Baldacci	0446195502	9780446195508	2008-12-27	8	11	10	DIVINE JUSTICE		David Baldacci**DIVINE JUSTICE
276	David Wroblewski	0061374229	9780061374227	2008-12-27	29	4	4	THE STORY OF EDGAR SAWTELLE		David Wroblewski**THE STORY OF EDGAR SAWTELLE
277	Gregory Maguire	0060548924	9780060548926	2008-12-27	0	0	18	A LION AMONG MEN		Gregory Maguire**A LION AMONG MEN
278	Steve Berry	0345485793	9780345485793	2008-12-27	3	0	14	THE CHARLEMAGNE PURSUIT		Steve Berry**THE CHARLEMAGNE PURSUIT
279	Vince Flynn	0743270428	9780743270427	2008-12-27	0	0	17	EXTREME MEASURES		Vince Flynn**EXTREME MEASURES
280	Stephen King	1439115303	9781439115305	2008-12-20	6	6	6	JUST AFTER SUNSET		Stephen King**JUST AFTER SUNSET
281	Glenn Beck with Kevin Balfe and Jason Wright	141659485X	9781416594857	2008-12-20	6	2	1	THE CHRISTMAS SWEATER		Glenn Beck with Kevin Balfe and Jason Wright**THE CHRISTMAS SWEATER
282	Danielle Steel	0385340265	9780385340267	2008-12-20	0	0	20	A GOOD WOMAN		Danielle Steel**A GOOD WOMAN
283	Wally Lamb	0060393491	9780060393496	2008-12-20	6	9	10	THE HOUR I FIRST BELIEVED		Wally Lamb**THE HOUR I FIRST BELIEVED
284	P D James	0307270777	9780307270771	2008-12-20	5	15	14	THE PRIVATE PATIENT		P D James**THE PRIVATE PATIENT
285	Jhumpa Lahiri	0307265730	9780307265739	2008-12-20	0	0	19	UNACCUSTOMED EARTH		Jhumpa Lahiri**UNACCUSTOMED EARTH
286	James Patterson	0316018724	9780316018722	2008-12-20	5	3	3	CROSS COUNTRY		James Patterson**CROSS COUNTRY
287	Clive Cussler and Dirk Cussler	0399155295	9780399155291	2008-12-20	4	7	8	ARCTIC DRIFT		Clive Cussler and Dirk Cussler**ARCTIC DRIFT
288	Patricia Cornwell	0399155163	9780399155161	2008-12-20	3	1	2	SCARPETTA		Patricia Cornwell**SCARPETTA
289	Nicholas Sparks	0446579939	9780446579933	2008-12-20	12	8	7	THE LUCKY ONE		Nicholas Sparks**THE LUCKY ONE
290	Stephenie Meyer	0316068047	9780316068048	2008-12-20	32	5	5	THE HOST		Stephenie Meyer**THE HOST
291	Mary Ann Shaffer and Annie Barrows	0385340990	9780385340991	2008-12-20	16	16	15	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY		Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
292	Dean Koontz	0553807137	9780553807134	2008-12-20	4	13	12	YOUR HEART BELONGS TO ME		Dean Koontz**YOUR HEART BELONGS TO ME
293	Toni Morrison	0307264238	9780307264237	2008-12-20	6	10	9	A MERCY		Toni Morrison**A MERCY
294	Nelson DeMille	0446533424	9780446533423	2008-12-20	8	14	13	THE GATE HOUSE		Nelson DeMille**THE GATE HOUSE
295	David Baldacci	0446195502	9780446195508	2008-12-20	7	11	11	DIVINE JUSTICE		David Baldacci**DIVINE JUSTICE
296	David Wroblewski	0061374229	9780061374227	2008-12-20	28	4	4	THE STORY OF EDGAR SAWTELLE		David Wroblewski**THE STORY OF EDGAR SAWTELLE
297	Steve Berry	0345485793	9780345485793	2008-12-20	0	0	16	THE CHARLEMAGNE PURSUIT		Steve Berry**THE CHARLEMAGNE PURSUIT
298	Vince Flynn	0743270428	9780743270427	2008-12-20	0	0	18	EXTREME MEASURES		Vince Flynn**EXTREME MEASURES
299	Stieg Larsson	0307269752	9780307269751	2008-12-20	0	0	17	THE GIRL WITH THE DRAGON TATTOO		Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO
300	Alex Berenson	0399156208	9780399156205	2010-02-28	0	0	19	THE MIDNIGHT HOUSE		Alex Berenson**THE MIDNIGHT HOUSE
301	Kim Harrison	0061138037	9780061138034	2010-02-28	1	0	3	BLACK MAGIC SANCTION		Kim Harrison**BLACK MAGIC SANCTION
302	Kristin Hannah	0312364121	9780312364120	2010-02-28	4	5	9	WINTER GARDEN		Kristin Hannah**WINTER GARDEN
303	Stieg Larsson	0307269981	9780307269980	2010-02-28	20	11	13	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
304	Cathleen Schine	0374299048	9780374299040	2010-02-28	0	0	18	THE THREE WEISSMANNS OF WESTPORT		Cathleen Schine**THE THREE WEISSMANNS OF WESTPORT
305	Stuart Woods	0399156119	9780399156113	2010-02-28	0	0	17	KISSER		Stuart Woods**KISSER
306	Jackie Collins	0312567456	9780312567453	2010-02-28	3	4	12	POOR LITTLE BITCH GIRL		Jackie Collins**POOR LITTLE BITCH GIRL
307	Henning Mankell	0307271862	9780307271860	2010-02-28	2	6	7	THE MAN FROM BEIJING		Henning Mankell**THE MAN FROM BEIJING
308	Michael Palmer	031258749X	9780312587499	2010-02-28	0	0	20	THE LAST SURGEON		Michael Palmer**THE LAST SURGEON
309	Sarah Blake	0399156194	9780399156199	2010-02-28	3	8	10	THE POSTMISTRESS		Sarah Blake**THE POSTMISTRESS
310	Adriana Trigiani	0061257079	9780061257070	2010-02-28	3	13	16	BRAVA, VALENTINE		Adriana Trigiani**BRAVA, VALENTINE
311	J D Robb	0399156240	9780399156243	2010-02-28	1	0	1	FANTASY IN DEATH		J D Robb**FANTASY IN DEATH
312	Dan Brown	0385504225	9780385504225	2010-02-28	24	3	8	THE LOST SYMBOL		Dan Brown**THE LOST SYMBOL
313	Joe Hill	0061147958	9780061147951	2010-02-28	2	10	15	HORNS		Joe Hill**HORNS
314	Robert B Parker	0399156232	9780399156236	2010-02-28	1	0	4	SPLIT IMAGE		Robert B Parker**SPLIT IMAGE
315	Kathryn Stockett	0399155341	9780399155345	2010-02-28	48	1	2	THE HELP		Kathryn Stockett**THE HELP
316	Joanne Fluke	0758234899	9780758234896	2010-02-28	1	0	11	APPLE TURNOVER MURDER		Joanne Fluke**APPLE TURNOVER MURDER
317	Danielle Steel	0385343183	9780385343183	2010-02-28	1	0	5	BIG GIRL		Danielle Steel**BIG GIRL
318	Laurell K Hamilton	042523567X	9780425235676	2010-02-28	4	9	14	FLIRT		Laurell K Hamilton**FLIRT
319	James Patterson and Michael Ledwidge	0316036226	9780316036221	2010-02-28	4	2	6	WORST CASE		James Patterson and Michael Ledwidge**WORST CASE
320	Christopher Moore	0060590319	9780060590314	2009-02-21	2	4	5	FOOL		Christopher Moore**FOOL
321	James Patterson and Michael Ledwidge	0316018740	9780316018746	2009-02-21	3	2	2	RUN FOR YOUR LIFE		James Patterson and Michael Ledwidge**RUN FOR YOUR LIFE
322	John Grisham	0385517831	9780385517836	2009-02-21	4	1	1	THE ASSOCIATE		John Grisham**THE ASSOCIATE
323	Kristin Hannah	0312364105	9780312364106	2009-02-21	3	6	10	TRUE COLORS		Kristin Hannah**TRUE COLORS
324	Mary Ann Shaffer and Annie Barrows	0385340990	9780385340991	2009-02-21	23	8	6	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY		Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
325	Abraham Verghese	0375414495	9780375414497	2009-02-21	0	0	17	CUTTING FOR STONE		Abraham Verghese**CUTTING FOR STONE
326	Michael Palmer	0312343558	9780312343552	2009-02-21	0	0	19	SECOND OPINION		Michael Palmer**SECOND OPINION
327	Jacqueline Winspear	0805082166	9780805082166	2009-02-21	1	0	9	AMONG THE MAD		Jacqueline Winspear**AMONG THE MAD
328	Barbara Delinsky	0385524927	9780385524926	2009-02-21	1	0	14	WHILE MY SISTER SLEEPS		Barbara Delinsky**WHILE MY SISTER SLEEPS
329	Dan Simmons	0316007021	9780316007023	2009-02-21	0	0	18	DROOD		Dan Simmons**DROOD
330	Linda Fairstein	0385523998	9780385523998	2009-02-21	1	0	15	LETHAL LEGACY		Linda Fairstein**LETHAL LEGACY
331	Bernard Cornwell	0061578916	9780061578915	2009-02-21	0	0	20	AGINCOURT		Bernard Cornwell**AGINCOURT
332	Adriana Trigiani	0061257052	9780061257056	2009-02-21	3	10	13	VERY VALENTINE		Adriana Trigiani**VERY VALENTINE
333	Patricia Briggs	0441016766	9780441016761	2009-02-21	3	5	12	BONE CROSSED		Patricia Briggs**BONE CROSSED
334	T C Boyle	0670020419	9780670020416	2009-02-21	2	12	11	THE WOMEN		T C Boyle**THE WOMEN
335	Stephenie Meyer	0316068047	9780316068048	2009-02-21	41	3	4	THE HOST		Stephenie Meyer**THE HOST
336	Spencer Quinn	1416585834	9781416585831	2009-02-21	1	0	7	DOG ON IT		Spencer Quinn**DOG ON IT
337	Janet Evanovich	142720599X	9781427205995	2009-02-21	7	9	16	PLUM SPOOKY		Janet Evanovich**PLUM SPOOKY
338	David Wroblewski	0061374229	9780061374227	2009-02-21	37	7	8	THE STORY OF EDGAR SAWTELLE		David Wroblewski**THE STORY OF EDGAR SAWTELLE
339	Maeve Binchy	030726579X	9780307265791	2009-02-21	1	0	3	HEART AND SOUL		Maeve Binchy**HEART AND SOUL
340	Alex Berenson	0399156208	9780399156205	2010-02-21	2	9	12	THE MIDNIGHT HOUSE		Alex Berenson**THE MIDNIGHT HOUSE
341	Sarah Blake	0399156194	9780399156199	2010-02-21	2	8	8	THE POSTMISTRESS		Sarah Blake**THE POSTMISTRESS
342	Henning Mankell	0307271862	9780307271860	2010-02-21	1	0	6	THE MAN FROM BEIJING		Henning Mankell**THE MAN FROM BEIJING
343	Kristin Hannah	0312364121	9780312364120	2010-02-21	3	4	5	WINTER GARDEN		Kristin Hannah**WINTER GARDEN
344	Cathleen Schine	0374299048	9780374299040	2010-02-21	1	0	7	THE THREE WEISSMANNS OF WESTPORT		Cathleen Schine**THE THREE WEISSMANNS OF WESTPORT
345	Joe Hill	0061147958	9780061147951	2010-02-21	1	0	10	HORNS		Joe Hill**HORNS
346	Elizabeth Kostova	0316065781	9780316065788	2010-02-21	0	0	16	THE SWAN THIEVES		Elizabeth Kostova**THE SWAN THIEVES
347	Stuart Woods	0399156119	9780399156113	2010-02-21	5	10	14	KISSER		Stuart Woods**KISSER
348	Jackie Collins	0312567456	9780312567453	2010-02-21	2	6	4	POOR LITTLE BITCH GIRL		Jackie Collins**POOR LITTLE BITCH GIRL
349	Leila Meacham	0446550000	9780446550000	2010-02-21	0	0	19	ROSES		Leila Meacham**ROSES
350	Michael Palmer	031258749X	9780312587499	2010-02-21	1	0	15	THE LAST SURGEON		Michael Palmer**THE LAST SURGEON
351	Charlaine Harris	0441017150	9780441017157	2010-02-21	0	0	20	DEAD AND GONE		Charlaine Harris**DEAD AND GONE
352	Adriana Trigiani	0061257079	9780061257070	2010-02-21	2	7	13	BRAVA, VALENTINE		Adriana Trigiani**BRAVA, VALENTINE
353	James Patterson and Michael Ledwidge	0316036226	9780316036221	2010-02-21	3	1	2	WORST CASE		James Patterson and Michael Ledwidge**WORST CASE
354	Nicholas Sparks	0446547565	9780446547567	2010-02-21	0	0	18	THE LAST SONG		Nicholas Sparks**THE LAST SONG
355	Stieg Larsson	0307269981	9780307269980	2010-02-21	19	11	11	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
356	Kathryn Stockett	0399155341	9780399155345	2010-02-21	47	2	1	THE HELP		Kathryn Stockett**THE HELP
357	Dan Brown	0385504225	9780385504225	2010-02-21	23	3	3	THE LOST SYMBOL		Dan Brown**THE LOST SYMBOL
358	Laurell K Hamilton	042523567X	9780425235676	2010-02-21	3	5	9	FLIRT		Laurell K Hamilton**FLIRT
359	Chris Bohjalian	0307394972	9780307394972	2010-02-21	0	0	17	SECRETS OF EDEN		Chris Bohjalian**SECRETS OF EDEN
360	J D Robb	0399155481	9780399155482	2009-03-14	3	3	6	PROMISES IN DEATH		J D Robb**PROMISES IN DEATH
361	Jodi Picoult	0743296419	9780743296410	2009-03-14	2	1	1	HANDLE WITH CARE		Jodi Picoult**HANDLE WITH CARE
362	James Patterson and Michael Ledwidge	0316018740	9780316018746	2009-03-14	6	4	5	RUN FOR YOUR LIFE		James Patterson and Michael Ledwidge**RUN FOR YOUR LIFE
363	Randy Wayne White	0399155406	9780399155406	2009-03-14	1	0	7	DEAD SILENCE		Randy Wayne White**DEAD SILENCE
364	Jeffrey Archer	1427206031	9781427206039	2009-03-14	2	13	13	PATHS OF GLORY		Jeffrey Archer**PATHS OF GLORY
365	Danielle Steel	0739328247	9780739328248	2009-03-14	3	5	9	ONE DAY AT A TIME		Danielle Steel**ONE DAY AT A TIME
366	Kristin Hannah	0312364105	9780312364106	2009-03-14	0	0	19	TRUE COLORS		Kristin Hannah**TRUE COLORS
367	Mary Ann Shaffer and Annie Barrows	0385340990	9780385340991	2009-03-14	26	10	11	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY		Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
368	Christopher Moore	0060590319	9780060590314	2009-03-14	5	14	15	FOOL		Christopher Moore**FOOL
369	Lincoln Child	0385515510	9780385515511	2009-03-14	3	11	14	TERMINAL FREEZE		Lincoln Child**TERMINAL FREEZE
370	Kim Harrison	0061138010	9780061138010	2009-03-14	3	9	12	WHITE WITCH, BLACK CURSE		Kim Harrison**WHITE WITCH, BLACK CURSE
371	Barry Eisler	0345505085	9780345505088	2009-03-14	0	0	18	FAULT LINE		Barry Eisler**FAULT LINE
372	Stephenie Meyer	0316068047	9780316068048	2009-03-14	44	6	4	THE HOST		Stephenie Meyer**THE HOST
373	Robert B Parker	0399155414	9780399155413	2009-03-14	3	7	10	NIGHT AND DAY		Robert B Parker**NIGHT AND DAY
374	John Grisham	0385517831	9780385517836	2009-03-14	7	2	3	THE ASSOCIATE		John Grisham**THE ASSOCIATE
375	Kathryn Stockett	0399155341	9780399155345	2009-03-14	1	0	16	THE HELP		Kathryn Stockett**THE HELP
376	David Weber	1416591478	9781416591474	2009-03-14	0	0	20	STORM FROM THE SHADOWS		David Weber**STORM FROM THE SHADOWS
377	Clive Cussler and Jack Du Brul	0399155392	9780399155390	2009-03-14	1	0	2	CORSAIR		Clive Cussler and Jack Du Brul**CORSAIR
378	Maeve Binchy	030726579X	9780307265791	2009-03-14	4	8	8	HEART AND SOUL		Maeve Binchy**HEART AND SOUL
379	Andrew Gross	0061143448	9780061143441	2009-03-14	0	0	17	DON'T LOOK TWICE		Andrew Gross**DON'T LOOK TWICE
380	J D Robb	0399155481	9780399155482	2009-02-28	1	0	1	PROMISES IN DEATH		J D Robb**PROMISES IN DEATH
381	Christopher Moore	0060590319	9780060590314	2009-02-28	3	5	11	FOOL		Christopher Moore**FOOL
382	James Patterson and Michael Ledwidge	0316018740	9780316018746	2009-02-28	4	2	5	RUN FOR YOUR LIFE		James Patterson and Michael Ledwidge**RUN FOR YOUR LIFE
383	Robert B Parker	0399155414	9780399155413	2009-02-28	1	0	6	NIGHT AND DAY		Robert B Parker**NIGHT AND DAY
384	Joanne Fluke	0758210221	9780758210227	2009-02-28	1	0	12	CREAM PUFF MURDER		Joanne Fluke**CREAM PUFF MURDER
385	T C Boyle	0670020419	9780670020416	2009-02-28	0	0	18	THE WOMEN		T C Boyle**THE WOMEN
386	Danielle Steel	0739328247	9780739328248	2009-02-28	1	0	4	ONE DAY AT A TIME		Danielle Steel**ONE DAY AT A TIME
